ID,KEY_FLT,ch_type_app,ch_std,ch_dest,ch_config,Aircraft_Type_x,Aircraft_Type_y,STD_UTC_x,STD_UTC_y,Arrival_Station_x,Arrival_Station_y,Aircraft_Configuration_x,Aircraft_Configuration_y
221,1104216194ALG,08MAR2107MAR22,,,08MAR2107MAR22,736,73H,1405,1405,CZL,CZL,F16Y85              ,F16Y132             
222,1104216195CZL,08MAR2107MAR22,,,08MAR2107MAR22,736,73H,1555,1555,ALG,ALG,F16Y85              ,F16Y132             
223,1204216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
224,1204216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
225,1204216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
226,1204216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
227,1303216292ALG,,,,08MAR2107MAR22,73H,73H,0905,0905,DJG,DJG,F16Y86              ,F16Y132             
228,1303216292TMR,,,,08MAR2107MAR22,73H,73H,1410,1410,ALG,ALG,F16Y86              ,F16Y132             
229,1303216292DJG,,,,08MAR2107MAR22,73H,73H,1220,1220,TMR,TMR,F16Y86              ,F16Y132             
230,1304216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
231,1304216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
232,1304216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
233,1304216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
234,1404216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
235,1404216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
236,1404216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
237,1404216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
238,1504216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
239,1504216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
240,1504216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
241,1504216107ORN,,08MAR2107MAR22,,,73H,73H,0645,0850,ALG,ALG,F16Y132             ,F16Y132             
242,1604216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
243,1604216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
244,1604216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
245,1604216107ORN,,08MAR2107MAR22,,,73H,73H,0630,0850,ALG,ALG,F16Y132             ,F16Y132             
246,1703216252ALG,08MAR2107MAR22,,,08MAR2107MAR22,AT7,736,0710,0710,ELU,ELU,Y66                 ,F16Y85              
247,1703216253ELU,08MAR2107MAR22,08MAR2107MAR22,,08MAR2107MAR22,AT7,736,0925,0900,ALG,ALG,Y66                 ,F16Y85              
248,1704216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
249,1704216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
250,1704216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
251,1704216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
252,1804216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
253,1804216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
254,1904216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
255,1904216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
256,1904216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
257,1904216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
258,2003216292DJG,,,,08MAR2107MAR22,73H,73H,1220,1220,TMR,TMR,F16Y86              ,F16Y132             
259,2003216292ALG,,,,08MAR2107MAR22,73H,73H,0905,0905,DJG,DJG,F16Y86              ,F16Y132             
260,2003216292TMR,,,,08MAR2107MAR22,73H,73H,1410,1410,ALG,ALG,F16Y86              ,F16Y132             
261,2004216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
262,2004216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
263,2004216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
264,2004216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
265,2104216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
266,2104216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
267,2104216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
268,2104216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
269,2204216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
270,2204216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
271,2204216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
272,2204216107ORN,,08MAR2107MAR22,,,73H,73H,0645,0850,ALG,ALG,F16Y132             ,F16Y132             
273,2304216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
274,2304216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
275,2304216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
276,2304216107ORN,,08MAR2107MAR22,,,73H,73H,0630,0850,ALG,ALG,F16Y132             ,F16Y132             
277,2404216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
278,2404216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
279,2404216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
280,2404216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
281,2504216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
282,2504216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
283,2604216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
284,2604216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
285,2604216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
286,2604216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
287,2704216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
288,2704216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
289,2704216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
290,2704216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
291,2804216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
292,2804216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
293,2804216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
294,2804216107ORN,,08MAR2107MAR22,,,73H,73H,0700,0850,ALG,ALG,F16Y132             ,F16Y132             
295,2904216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
296,2904216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
297,2904216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
298,2904216107ORN,,08MAR2107MAR22,,,73H,73H,0645,0850,ALG,ALG,F16Y132             ,F16Y132             
299,3004216026ALG,,08MAR2107MAR22,,,73H,73H,1715,1620,CZL,CZL,F16Y132             ,F16Y132             
300,3004216027CZL,,08MAR2107MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
301,3004216106ALG,,08MAR2107MAR22,,,73H,73H,1730,1600,ORN,ORN,F16Y132             ,F16Y132             
302,3004216107ORN,,08MAR2107MAR22,,,73H,73H,0630,0850,ALG,ALG,F16Y132             ,F16Y132             
303,0105216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
304,0105216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
305,0205216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
306,0305216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
307,0305216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
308,0404216156ALG,,09MAR2108MAR22,,,73H,73H,0930,0915,TMX,TMX,F16Y132             ,F16Y132             
309,0404216157TMX,,09MAR2108MAR22,,,73H,73H,1200,1145,ALG,ALG,F16Y132             ,F16Y132             
310,0405216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
311,0405216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
312,0505216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
313,0505216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
314,0605216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
315,0605216007AAE,,09MAR2108MAR22,,,73H,73H,0650,0910,ALG,ALG,F16Y132             ,F16Y132             
316,0705216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
317,0705216027CZL,,09MAR2108MAR22,,,73H,73H,0720,0900,ALG,ALG,F16Y132             ,F16Y132             
318,0705216107ORN,,09MAR2108MAR22,,,73H,73H,0630,0850,ALG,ALG,F16Y132             ,F16Y132             
319,1003216216ALG,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1320,1320,OGX,OGX,F16Y85              ,F16Y132             
320,1003216217OGX,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1535,1535,ALG,ALG,F16Y85              ,F16Y132             
321,1104216006ALG,,09MAR2108MAR22,,,73H,73H,1815,1830,AAE,AAE,F16Y132             ,F16Y132             
322,1104216026ALG,,09MAR2108MAR22,,,73H,73H,1815,1840,CZL,CZL,F16Y132             ,F16Y132             
323,1104216106ALG,,09MAR2108MAR22,,,73H,73H,1845,1830,ORN,ORN,F16Y132             ,F16Y132             
324,1104216156ALG,,09MAR2108MAR22,,,73H,73H,0930,0915,TMX,TMX,F16Y132             ,F16Y132             
325,1104216157TMX,,09MAR2108MAR22,,,73H,73H,1200,1145,ALG,ALG,F16Y132             ,F16Y132             
326,1204216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
327,1204216027CZL,,09MAR2108MAR22,,,73H,73H,0900,0720,ALG,ALG,F16Y132             ,F16Y132             
328,1204216107ORN,,09MAR2108MAR22,,,73H,73H,0850,0630,ALG,ALG,F16Y132             ,F16Y132             
329,1303216252ALG,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,0935,0935,ELU,ELU,F16Y85              ,F16Y132             
330,1303216253ELU,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1135,1135,ALG,ALG,F16Y85              ,F16Y132             
331,1303216292ALG,09MAR2108MAR22,,,09MAR2108MAR22,73H,332,0905,0905,DJG,DJG,F16Y132             ,F18C14Y219          
332,1303216292TMR,09MAR2108MAR22,,,09MAR2108MAR22,73H,332,1410,1410,ALG,ALG,F16Y132             ,F18C14Y219          
333,1303216292DJG,09MAR2108MAR22,,,09MAR2108MAR22,73H,332,1220,1220,TMR,TMR,F16Y132             ,F18C14Y219          
334,1304216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
335,1304216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
336,1403216006ALG,,09MAR2108MAR22,,,73H,73H,1800,1815,AAE,AAE,F16Y132             ,F16Y132             
337,1403216156ALG,,09MAR2108MAR22,,,73H,73H,1000,0915,TMX,TMX,F16Y132             ,F16Y132             
338,1403216157TMX,,09MAR2108MAR22,,,73H,73H,1230,1145,ALG,ALG,F16Y132             ,F16Y132             
339,1403216176ALG,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1500,1415,AAE,AAE,Y66                 ,F16Y85              
340,1403216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1705,1615,ALG,ALG,Y66                 ,F16Y85              
341,1403216194ALG,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1405,1405,CZL,CZL,F16Y85              ,F16Y132             
342,1403216195CZL,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1555,1555,ALG,ALG,F16Y85              ,F16Y132             
343,1404216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
344,1404216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
345,1503216176ALG,09MAR2108MAR22,,,09MAR2108MAR22,AT7,736,1325,1325,AAE,AAE,Y66                 ,F16Y85              
346,1503216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1530,1525,ALG,ALG,Y66                 ,F16Y85              
347,1504216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
348,1504216007AAE,,09MAR2108MAR22,,,73H,73H,0650,0910,ALG,ALG,F16Y132             ,F16Y132             
349,1603216252ALG,,09MAR2108MAR22,,,736,736,0910,0930,ELU,ELU,F16Y85              ,F16Y85              
350,1603216253ELU,,09MAR2108MAR22,,,736,736,1100,1120,ALG,ALG,F16Y85              ,F16Y85              
351,1604216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
352,1604216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
353,1605216006ALG,,09MAR2108MAR22,,,73H,73H,1800,1815,AAE,AAE,F16Y132             ,F16Y132             
354,1605216156ALG,,09MAR2108MAR22,,,73H,73H,1000,0915,TMX,TMX,F16Y132             ,F16Y132             
355,1605216157TMX,,09MAR2108MAR22,,,73H,73H,1230,1145,ALG,ALG,F16Y132             ,F16Y132             
356,1605216176ALG,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1500,1415,AAE,AAE,Y66                 ,F16Y85              
357,1605216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1705,1615,ALG,ALG,Y66                 ,F16Y85              
358,1605216194ALG,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1405,1405,CZL,CZL,F16Y85              ,F16Y132             
359,1605216195CZL,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1555,1555,ALG,ALG,F16Y85              ,F16Y132             
360,1703216176ALG,09MAR2108MAR22,,,09MAR2108MAR22,AT7,736,1400,1400,AAE,AAE,Y66                 ,F16Y85              
361,1703216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1605,1600,ALG,ALG,Y66                 ,F16Y85              
362,1704216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
363,1704216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
364,1705216176ALG,09MAR2108MAR22,,,09MAR2108MAR22,AT7,736,1325,1325,AAE,AAE,Y66                 ,F16Y85              
365,1705216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1530,1525,ALG,ALG,Y66                 ,F16Y85              
366,1804216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
367,1805216252ALG,,09MAR2108MAR22,,,736,736,0910,0930,ELU,ELU,F16Y85              ,F16Y85              
368,1805216253ELU,,09MAR2108MAR22,,,736,736,1100,1120,ALG,ALG,F16Y85              ,F16Y85              
369,1904216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
370,1904216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
371,1905216176ALG,09MAR2108MAR22,,,09MAR2108MAR22,AT7,736,1400,1400,AAE,AAE,Y66                 ,F16Y85              
372,1905216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1605,1600,ALG,ALG,Y66                 ,F16Y85              
373,2004216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
374,2004216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
375,2103216006ALG,,09MAR2108MAR22,,,73H,73H,1800,1815,AAE,AAE,F16Y132             ,F16Y132             
376,2103216156ALG,,09MAR2108MAR22,,,73H,73H,1000,0915,TMX,TMX,F16Y132             ,F16Y132             
377,2103216157TMX,,09MAR2108MAR22,,,73H,73H,1230,1145,ALG,ALG,F16Y132             ,F16Y132             
378,2103216176ALG,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1500,1415,AAE,AAE,Y66                 ,F16Y85              
379,2103216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1705,1615,ALG,ALG,Y66                 ,F16Y85              
380,2103216194ALG,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1405,1405,CZL,CZL,F16Y85              ,F16Y132             
381,2103216195CZL,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1555,1555,ALG,ALG,F16Y85              ,F16Y132             
382,2104216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
383,2104216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
384,2203216176ALG,09MAR2108MAR22,,,09MAR2108MAR22,AT7,736,1325,1325,AAE,AAE,Y66                 ,F16Y85              
385,2203216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1530,1525,ALG,ALG,Y66                 ,F16Y85              
386,2204216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
387,2204216007AAE,,09MAR2108MAR22,,,73H,73H,0650,0910,ALG,ALG,F16Y132             ,F16Y132             
388,2303216252ALG,,09MAR2108MAR22,,,736,736,0910,0930,ELU,ELU,F16Y85              ,F16Y85              
389,2303216253ELU,,09MAR2108MAR22,,,736,736,1100,1120,ALG,ALG,F16Y85              ,F16Y85              
390,2304216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
391,2304216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
392,2305216006ALG,,09MAR2108MAR22,,,73H,73H,1800,1815,AAE,AAE,F16Y132             ,F16Y132             
393,2305216156ALG,,09MAR2108MAR22,,,73H,73H,1000,0915,TMX,TMX,F16Y132             ,F16Y132             
394,2305216157TMX,,09MAR2108MAR22,,,73H,73H,1230,1145,ALG,ALG,F16Y132             ,F16Y132             
395,2305216176ALG,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1500,1415,AAE,AAE,Y66                 ,F16Y85              
396,2305216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1705,1615,ALG,ALG,Y66                 ,F16Y85              
397,2305216194ALG,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1405,1405,CZL,CZL,F16Y85              ,F16Y132             
398,2305216195CZL,09MAR2108MAR22,,,09MAR2108MAR22,736,73H,1555,1555,ALG,ALG,F16Y85              ,F16Y132             
399,2403216176ALG,09MAR2108MAR22,,,09MAR2108MAR22,AT7,736,1400,1400,AAE,AAE,Y66                 ,F16Y85              
400,2403216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1605,1600,ALG,ALG,Y66                 ,F16Y85              
401,2404216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
402,2404216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
403,2405216176ALG,09MAR2108MAR22,,,09MAR2108MAR22,AT7,736,1325,1325,AAE,AAE,Y66                 ,F16Y85              
404,2405216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1530,1525,ALG,ALG,Y66                 ,F16Y85              
405,2504216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
406,2505216252ALG,,09MAR2108MAR22,,,736,736,0910,0930,ELU,ELU,F16Y85              ,F16Y85              
407,2505216253ELU,,09MAR2108MAR22,,,736,736,1100,1120,ALG,ALG,F16Y85              ,F16Y85              
408,2604216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
409,2604216007AAE,,09MAR2108MAR22,,,73H,73H,0715,0910,ALG,ALG,F16Y132             ,F16Y132             
410,2605216176ALG,09MAR2108MAR22,,,09MAR2108MAR22,AT7,736,1400,1400,AAE,AAE,Y66                 ,F16Y85              
411,2605216177AAE,09MAR2108MAR22,09MAR2108MAR22,,09MAR2108MAR22,AT7,736,1605,1600,ALG,ALG,Y66                 ,F16Y85              
412,2704216006ALG,,09MAR2108MAR22,,,73H,73H,1700,1610,AAE,AAE,F16Y132             ,F16Y132             
