STATUS,ssim_period,index_commercial,ST_SSIM,Airline,Flight_Number,Itinirary_Variation_Indicator,Leg_Sequence_Number,Service_Type,Start_period,End_period,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Departure_Station,PAX_STD_UTC,STD_UTC,STD_Variation_Sign,STD_Variation_UTC,Arrival_Station,STA_UTC,PAX_STA_UTC,STA_Variation_Sign,STA_Variation_UTC,Aircraft_Type,fly_next_number,Aircraft_Configuration,fly_date,arrival_date,vol_commercial_number,vol_commercial_airline,code_ssim,day_op,KEY_FLT
,02MAR2101MAR22,3, ,AH,6006,01,01,J,02MAR21,31MAY21,1,2, , ,5, ,7,ALG,1800,1800,+,0100,AAE,1900,1900,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216006ALG
,02MAR2101MAR22,3, ,AH,6007,04,01,J,15MAR21,01JUN21,1,2,3, ,5,6,7,AAE,0715,0715,+,0100,ALG,0815,0815,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216007AAE
,02MAR2101MAR22,3, ,AH,6026,01,01,J,02MAR21,31MAY21,1,2,3,4,5, ,7,ALG,1815,1815,+,0100,CZL,1905,1905,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216026ALG
,02MAR2101MAR22,3, ,AH,6027,05,01,J,21MAR21,01JUN21,1,2,3,4,5,6,7,CZL,0720,0720,+,0100,ALG,0810,0810,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216027CZL
,02MAR2101MAR22,3, ,AH,6050,02,01,J,09MAR21,25MAY21, ,2, , , , , ,ALG,1000,1000,+,0100,BJA,1045,1045,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216050ALG
,02MAR2101MAR22,3, ,AH,6051,02,01,J,09MAR21,25MAY21, ,2, , , , , ,BJA,1135,1135,+,0100,ALG,1220,1220,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216051BJA
,02MAR2101MAR22,3, ,AH,6056,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0930,0930,+,0100,GJL,1020,1020,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216056ALG
,02MAR2101MAR22,3, ,AH,6057,01,01,J,02MAR21,25MAY21, ,2, , , , , ,GJL,1120,1120,+,0100,ALG,1210,1210,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216057GJL
,02MAR2101MAR22,3, ,AH,6070,05,01,J,09MAR21,25MAY21, ,2, , , , , ,ALG,0950,0950,+,0100,LOO,1100,1100,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216070ALG
,02MAR2101MAR22,3, ,AH,6071,05,01,J,09MAR21,25MAY21, ,2, , , , , ,LOO,1150,1150,+,0100,ALG,1255,1255,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216071LOO
,02MAR2101MAR22,3, ,AH,6106,01,01,J,02MAR21,30MAY21, ,2,3, ,5, ,7,ALG,1845,1845,+,0100,ORN,1945,1945,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216106ALG
,02MAR2101MAR22,3, ,AH,6107,02,01,J,03MAR21,01JUN21,1,2,3, , ,6, ,ORN,0700,0700,+,0100,ALG,0800,0800,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216107ORN
,02MAR2101MAR22,3, ,AH,6140,01,01,J,02MAR21,31MAY21,1,2, , , , , ,ALG,1400,1400,+,0100,AZR,1650,1650,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216140ALG
,02MAR2101MAR22,3, ,AH,6141,01,01,J,02MAR21,01JUN21, ,2, , , , , ,AZR,1255,1255,+,0100,ALG,1535,1535,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216141AZR
,02MAR2101MAR22,3, ,AH,6148,01,02,J,02MAR21,25MAY21, ,2, , , , , ,CBH,1200,1200,+,0100,TIN,1310,1310,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216148CBH
,02MAR2101MAR22,3, ,AH,6148,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0930,0930,+,0100,CBH,1100,1100,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216148ALG
,02MAR2101MAR22,3, ,AH,6149,01,01,J,02MAR21,25MAY21, ,2, , , , , ,TIN,1410,1410,+,0100,ALG,1630,1630,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216149TIN
,02MAR2101MAR22,3, ,AH,6150,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0930,0930,+,0100,TIN,1200,1200,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216150ALG
,02MAR2101MAR22,3, ,AH,6151,01,02,J,02MAR21,25MAY21, ,2, , , , , ,CBH,1500,1500,+,0100,ALG,1635,1635,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216151CBH
,02MAR2101MAR22,3, ,AH,6151,01,01,J,02MAR21,25MAY21, ,2, , , , , ,TIN,1300,1300,+,0100,CBH,1400,1400,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216151TIN
,02MAR2101MAR22,3, ,AH,6168,04,01,J,09MAR21,01JUN21, ,2, , , , , ,ORN,0735,0735,+,0100,CZL,0915,0915,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216168ORN
,02MAR2101MAR22,3, ,AH,6169,04,01,J,09MAR21,01JUN21, ,2, , , , , ,CZL,1005,1005,+,0100,ORN,1200,1200,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216169CZL
,02MAR2101MAR22,3, ,AH,6170,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,1350,1350,+,0100,AAE,1450,1450,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216170ALG
,02MAR2101MAR22,3, ,AH,6171,01,01,J,02MAR21,25MAY21, ,2, , , , , ,AAE,1550,1550,+,0100,ALG,1650,1650,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216171AAE
,02MAR2101MAR22,3, ,AH,6176,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0715,0715,+,0100,AAE,0830,0830,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216176ALG
,02MAR2101MAR22,3, ,AH,6177,01,01,J,02MAR21,25MAY21, ,2, , , , , ,AAE,0920,0920,+,0100,ALG,1040,1040,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216177AAE
,02MAR2101MAR22,3, ,AH,6180,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0925,0925,+,0100,ORN,1025,1025,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216180ALG
,02MAR2101MAR22,3, ,AH,6181,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ORN,1125,1125,+,0100,ALG,1225,1225,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216181ORN
,02MAR2101MAR22,3, ,AH,6184,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,1345,1345,+,0100,ORN,1445,1445,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216184ALG
,02MAR2101MAR22,3, ,AH,6185,01,01,J,02MAR21,29MAY21, ,2, , ,5,6, ,ORN,1600,1600,+,0100,ALG,1700,1700,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216185ORN
,02MAR2101MAR22,3, ,AH,6190,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0705,0705,+,0100,CZL,0815,0815,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216190ALG
,02MAR2101MAR22,3, ,AH,6191,01,01,J,02MAR21,25MAY21, ,2, , , , , ,CZL,0905,0905,+,0100,ALG,1015,1015,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216191CZL
,02MAR2101MAR22,3, ,AH,6192,01,01,J,02MAR21,28MAY21, ,2, , ,5, , ,ALG,1350,1350,+,0100,CZL,1440,1440,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216192ALG
,02MAR2101MAR22,3, ,AH,6193,01,01,J,02MAR21,28MAY21, ,2, , ,5, , ,CZL,1540,1540,+,0100,ALG,1630,1630,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216193CZL
,02MAR2101MAR22,3, ,AH,6201,02,01,J,04MAR21,27MAR21,1,2, ,4,5,6, ,GHA,0715,0715,+,0100,ALG,0845,0845,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216201GHA
,02MAR2101MAR22,3, ,AH,6216,01,01,J,02MAR21,23MAR21, ,2, , , , , ,ALG,0800,0800,+,0100,OGX,0940,0940,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216216ALG
,02MAR2101MAR22,3, ,AH,6217,01,01,J,02MAR21,23MAR21, ,2, , , , , ,OGX,1550,1550,+,0100,ALG,1730,1730,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216217OGX
,02MAR2101MAR22,3, ,AH,6223,08,01,J,21MAR21,01APR21,1,2, ,4,5,6,7,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216223HME
,02MAR2101MAR22,3, ,AH,6236,01,02,J,02MAR21,25MAY21, ,2, , , , , ,GHA,1050,1050,+,0100,TMR,1230,1230,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216236GHA
,02MAR2101MAR22,3, ,AH,6236,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0845,0845,+,0100,GHA,0945,0945,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216236ALG
,02MAR2101MAR22,3, ,AH,6237,01,01,J,02MAR21,25MAY21, ,2, , , , , ,TMR,1330,1330,+,0100,ALG,1600,1600,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216237TMR
,02MAR2101MAR22,3, ,AH,6244,04,01,J,23MAR21,30MAR21, ,2, , , , , ,ALG,0945,0945,+,0100,IAM,1225,1225,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216244ALG
,02MAR2101MAR22,3, ,AH,6245,04,01,J,23MAR21,30MAR21, ,2, , , , , ,IAM,1315,1315,+,0100,ALG,1605,1605,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216245IAM
,02MAR2101MAR22,3, ,AH,6252,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0910,0910,+,0100,ELU,1000,1000,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216252ALG
,02MAR2101MAR22,3, ,AH,6253,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ELU,1100,1100,+,0100,ALG,1200,1200,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216253ELU
,02MAR2101MAR22,3, ,AH,6284,01,01,J,02MAR21,25MAY21, ,2, , , , , ,INZ,1500,1500,+,0100,TMR,1635,1635,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216284INZ
,02MAR2101MAR22,3, ,AH,6296,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,1115,1115,+,0100,INZ,1410,1410,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216296ALG
,02MAR2101MAR22,3, ,AH,6384,05,01,J,09MAR21,25MAY21, ,2, , , , , ,ORN,1105,1105,+,0100,AZR,1230,1230,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216384ORN
,02MAR2101MAR22,3, ,AH,6385,05,01,J,09MAR21,25MAY21, ,2, , , , , ,AZR,1330,1330,+,0100,ORN,1500,1500,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216385AZR
,02MAR2101MAR22,3, ,AH,6386,03,01,J,09MAR21,25MAY21, ,2, , , , , ,CZL,1010,1010,+,0100,AZR,1155,1155,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216386CZL
,02MAR2101MAR22,3, ,AH,6387,03,01,J,09MAR21,25MAY21, ,2, , , , , ,AZR,1255,1255,+,0100,CZL,1435,1435,+,0100,73H,       ,F16Y132             ,2021-03-23,2021-03-23,,,,2.0,2303216387AZR
,02MAR2101MAR22,3, ,AH,6408,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,1145,1145,+,0100,ELG,1335,1335,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216408ALG
,02MAR2101MAR22,3, ,AH,6409,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ELG,1425,1425,+,0100,ALG,1625,1625,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216409ELG
,02MAR2101MAR22,3, ,AH,6454,01,01,J,02MAR21,01JUN21, ,2, , , , , ,AZR,0700,0700,+,0100,BMW,0910,0910,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216454AZR
,02MAR2101MAR22,3, ,AH,6455,01,01,J,02MAR21,01JUN21, ,2, , , , , ,BMW,1000,1000,+,0100,AZR,1205,1205,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216455BMW
,02MAR2101MAR22,3, ,AH,6470,01,02,J,02MAR21,25MAY21, ,2, , , , , ,GHA,0940,0940,+,0100,VVZ,1100,1100,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216470GHA
,02MAR2101MAR22,3, ,AH,6470,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,0730,0730,+,0100,GHA,0840,0840,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216470ALG
,02MAR2101MAR22,3, ,AH,6471,01,02,J,02MAR21,25MAY21, ,2, , , , , ,GHA,1420,1420,+,0100,ALG,1520,1520,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216471GHA
,02MAR2101MAR22,3, ,AH,6471,01,01,J,02MAR21,25MAY21, ,2, , , , , ,VVZ,1200,1200,+,0100,GHA,1320,1320,+,0100,736,       ,F16Y85              ,2021-03-23,2021-03-23,,,,2.0,2303216471VVZ
,02MAR2101MAR22,3, ,AH,6476,01,01,J,02MAR21,25MAY21, ,2, , , , , ,ALG,1220,1220,+,0100,EBH,1330,1330,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216476ALG
,02MAR2101MAR22,3, ,AH,6477,01,01,J,02MAR21,25MAY21, ,2, , , , , ,EBH,1420,1420,+,0100,ALG,1530,1530,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216477EBH
,02MAR2101MAR22,3, ,AH,6480,01,01,J,02MAR21,23MAR21, ,2, , , , , ,OGX,1030,1030,+,0100,AZR,1220,1220,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216480OGX
,02MAR2101MAR22,3, ,AH,6481,01,01,J,02MAR21,23MAR21, ,2, , , , , ,AZR,1310,1310,+,0100,OGX,1500,1500,+,0100,AT7,       ,Y66                 ,2021-03-23,2021-03-23,,,,2.0,2303216481AZR
,02MAR2101MAR22,3, ,AH,6006,01,01,J,02MAR21,31MAY21,1,2, , ,5, ,7,ALG,1800,1800,+,0100,AAE,1900,1900,+,0100,73H,       ,F16Y132             ,2021-04-23,2021-04-23,,,,5.0,2304216006ALG
,02MAR2101MAR22,3, ,AH,6007,04,01,J,15MAR21,01JUN21,1,2,3, ,5,6,7,AAE,0715,0715,+,0100,ALG,0815,0815,+,0100,73H,       ,F16Y132             ,2021-04-23,2021-04-23,,,,5.0,2304216007AAE
,02MAR2101MAR22,3, ,AH,6026,01,01,J,02MAR21,31MAY21,1,2,3,4,5, ,7,ALG,1815,1815,+,0100,CZL,1905,1905,+,0100,73H,       ,F16Y132             ,2021-04-23,2021-04-23,,,,5.0,2304216026ALG
,02MAR2101MAR22,3, ,AH,6027,05,01,J,21MAR21,01JUN21,1,2,3,4,5,6,7,CZL,0720,0720,+,0100,ALG,0810,0810,+,0100,73H,       ,F16Y132             ,2021-04-23,2021-04-23,,,,5.0,2304216027CZL
,02MAR2101MAR22,3, ,AH,6032,02,01,J,05MAR21,31MAY21,1, , , ,5, , ,ALG,0830,0830,+,0100,TEE,0945,0945,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216032ALG
,02MAR2101MAR22,3, ,AH,6033,02,01,J,05MAR21,31MAY21,1, , , ,5, , ,TEE,1035,1035,+,0100,ALG,1210,1210,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216033TEE
,02MAR2101MAR22,3, ,AH,6038,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1340,1340,+,0100,BLJ,1430,1430,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216038ALG
,02MAR2101MAR22,3, ,AH,6039,01,01,J,05MAR21,28MAY21, , , , ,5, , ,BLJ,1530,1530,+,0100,ALG,1620,1620,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216039BLJ
,02MAR2101MAR22,3, ,AH,6058,02,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1000,1000,+,0100,GJL,1050,1050,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216058ALG
,02MAR2101MAR22,3, ,AH,6059,02,01,J,05MAR21,28MAY21, , , , ,5, , ,GJL,1150,1150,+,0100,ALG,1240,1240,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216059GJL
,02MAR2101MAR22,3, ,AH,6106,01,01,J,02MAR21,30MAY21, ,2,3, ,5, ,7,ALG,1845,1845,+,0100,ORN,1945,1945,+,0100,73H,       ,F16Y132             ,2021-04-23,2021-04-23,,,,5.0,2304216106ALG
,02MAR2101MAR22,3, ,AH,6107,06,01,J,19MAR21,30MAY21, , , , ,5, ,7,ORN,0630,0630,+,0100,ALG,0730,0730,+,0100,73H,       ,F16Y132             ,2021-04-23,2021-04-23,,,,5.0,2304216107ORN
,02MAR2101MAR22,3, ,AH,6118,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0930,0930,+,0100,TLM,1030,1030,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216118ALG
,02MAR2101MAR22,3, ,AH,6119,01,01,J,05MAR21,28MAY21, , , , ,5, , ,TLM,1130,1130,+,0100,ALG,1230,1230,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216119TLM
,02MAR2101MAR22,3, ,AH,6134,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1000,1000,+,0100,CBH,1130,1130,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216134ALG
,02MAR2101MAR22,3, ,AH,6135,01,01,J,05MAR21,28MAY21, , , , ,5, , ,CBH,1230,1230,+,0100,ALG,1400,1400,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216135CBH
,02MAR2101MAR22,3, ,AH,6140,02,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0830,0830,+,0100,AZR,1120,1120,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216140ALG
,02MAR2101MAR22,3, ,AH,6146,02,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1000,1000,+,0100,TIN,1230,1230,+,0100,73H,       ,F16Y132             ,2021-04-23,2021-04-23,,,,5.0,2304216146ALG
,02MAR2101MAR22,3, ,AH,6147,02,01,J,05MAR21,28MAY21, , , , ,5, , ,TIN,1320,1320,+,0100,ALG,1540,1540,+,0100,73H,       ,F16Y132             ,2021-04-23,2021-04-23,,,,5.0,2304216147TIN
,02MAR2101MAR22,3, ,AH,6170,03,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0730,0730,+,0100,AAE,0845,0845,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216170ALG
,02MAR2101MAR22,3, ,AH,6171,03,01,J,05MAR21,28MAY21, , , , ,5, , ,AAE,0935,0935,+,0100,ALG,1055,1055,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216171AAE
,02MAR2101MAR22,3, ,AH,6176,12,01,J,09APR21,28MAY21, , , , ,5, , ,ALG,1400,1400,+,0100,AAE,1515,1515,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216176ALG
,02MAR2101MAR22,3, ,AH,6177,12,01,J,09APR21,28MAY21, , , , ,5, , ,AAE,1605,1605,+,0100,ALG,1725,1725,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216177AAE
,02MAR2101MAR22,3, ,AH,6180,13,01,J,09APR21,28MAY21, , , , ,5, , ,ALG,0730,0730,+,0100,ORN,0845,0845,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216180ALG
,02MAR2101MAR22,3, ,AH,6181,13,01,J,09APR21,28MAY21, , , , ,5, , ,ORN,0935,0935,+,0100,ALG,1050,1050,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216181ORN
,02MAR2101MAR22,3, ,AH,6184,03,01,J,05MAR21,29MAY21, , , , ,5,6, ,ALG,1400,1400,+,0100,ORN,1500,1500,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216184ALG
,02MAR2101MAR22,3, ,AH,6185,01,01,J,02MAR21,29MAY21, ,2, , ,5,6, ,ORN,1600,1600,+,0100,ALG,1700,1700,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216185ORN
,02MAR2101MAR22,3, ,AH,6190,04,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0830,0830,+,0100,CZL,0920,0920,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216190ALG
,02MAR2101MAR22,3, ,AH,6191,04,01,J,05MAR21,28MAY21, , , , ,5, , ,CZL,1020,1020,+,0100,ALG,1110,1110,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216191CZL
,02MAR2101MAR22,3, ,AH,6192,01,01,J,02MAR21,28MAY21, ,2, , ,5, , ,ALG,1350,1350,+,0100,CZL,1440,1440,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216192ALG
,02MAR2101MAR22,3, ,AH,6193,01,01,J,02MAR21,28MAY21, ,2, , ,5, , ,CZL,1540,1540,+,0100,ALG,1630,1630,+,0100,736,       ,F16Y85              ,2021-04-23,2021-04-23,,,,5.0,2304216193CZL
,02MAR2101MAR22,3, ,AH,6200,01,01,J,03MAR21,31MAY21,1, ,3,4,5,6,7,ALG,1730,1730,+,0100,GHA,1900,1900,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216200ALG
,02MAR2101MAR22,3, ,AH,6201,08,01,J,05APR21,01JUN21,1,2, ,4,5,6, ,GHA,0715,0715,+,0100,ALG,0845,0845,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216201GHA
,02MAR2101MAR22,3, ,AH,6216,04,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1140,1140,+,0100,OGX,1320,1320,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216216ALG
,02MAR2101MAR22,3, ,AH,6217,04,01,J,05MAR21,28MAY21, , , , ,5, , ,OGX,1410,1410,+,0100,ALG,1550,1550,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216217OGX
,02MAR2101MAR22,3, ,AH,6222,06,01,J,02APR21,31MAY21,1, ,3, ,5, ,7,ALG,1620,1620,+,0100,HME,1800,1800,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216222ALG
,02MAR2101MAR22,3, ,AH,6223,09,01,J,02APR21,28MAY21, , , , ,5, , ,HME,0630,0630,+,0100,ALG,0810,0810,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216223HME
,02MAR2101MAR22,3, ,AH,6226,03,01,J,05MAR21,30MAY21, , , , ,5, ,7,ALG,1020,1020,+,0100,HME,1200,1200,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216226ALG
,02MAR2101MAR22,3, ,AH,6227,03,01,J,05MAR21,30MAY21, , , , ,5, ,7,HME,1250,1250,+,0100,ALG,1430,1430,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216227HME
,02MAR2101MAR22,3, ,AH,6232,01,03,J,05MAR21,28MAY21, , , , ,5, , ,DJG,1245,1245,+,0100,ALG,1500,1500,+,0100,73H,       ,F16Y86              ,2021-04-23,2021-04-23,,,,5.0,2304216232DJG
,02MAR2101MAR22,3, ,AH,6232,01,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,0730,0730,+,0100,TMR,0955,0955,+,0100,73H,       ,F16Y86              ,2021-04-23,2021-04-23,,,,5.0,2304216232ALG
,02MAR2101MAR22,3, ,AH,6232,01,02,J,05MAR21,28MAY21, , , , ,5, , ,TMR,1055,1055,+,0100,DJG,1145,1145,+,0100,73H,       ,F16Y86              ,2021-04-23,2021-04-23,,,,5.0,2304216232TMR
,02MAR2101MAR22,3, ,AH,6244,02,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1205,1205,+,0100,IAM,1445,1445,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216244ALG
,02MAR2101MAR22,3, ,AH,6245,02,01,J,05MAR21,28MAY21, , , , ,5, , ,IAM,1535,1535,+,0100,ALG,1825,1825,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216245IAM
,02MAR2101MAR22,3, ,AH,6252,04,01,J,05MAR21,28MAY21, , , , ,5, , ,ALG,1300,1300,+,0100,ELU,1425,1425,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216252ALG
,02MAR2101MAR22,3, ,AH,6253,04,01,J,05MAR21,28MAY21, , , , ,5, , ,ELU,1515,1515,+,0100,ALG,1645,1645,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216253ELU
,02MAR2101MAR22,3, ,AH,6266,01,01,J,04MAR21,28MAY21, , , ,4,5, , ,ALG,0930,0930,+,0100,TGR,1055,1055,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216266ALG
,02MAR2101MAR22,3, ,AH,6267,01,01,J,04MAR21,28MAY21, , , ,4,5, , ,TGR,1145,1145,+,0100,ALG,1310,1310,+,0100,AT7,       ,Y66                 ,2021-04-23,2021-04-23,,,,5.0,2304216267TGR
